ngram,freq
awake_ADJ,2668915
Records_NOUN,2668556
collapsed_VERB,2668511
Rebecca_NOUN,2668293
steal_VERB,2668016
portions_NOUN,2667102
elevator_NOUN,2666842
Larry_NOUN,2666176
Two_NOUN,2665980
loads_NOUN,2665688
Owen_NOUN,2665655
coherent_ADJ,2664561
fires_NOUN,2663981
incomplete_ADJ,2663794
Create_VERB,2663383
stocks_NOUN,2663206
texture_NOUN,2662274
embraced_VERB,2661599
esteem_NOUN,2661500
Edwards_NOUN,2661423
whoever_PRON,2660914
advance_VERB,2660653
girlfriend_NOUN,2660484
Click_NOUN,2660280
fitness_NOUN,2659526
destructive_ADJ,2658617
Biology_NOUN,2658613
accounted_VERB,2658468
traumatic_ADJ,2658227
Newton_NOUN,2658001
corrected_VERB,2657598
spun_VERB,2657362
Robin_NOUN,2657289
Product_NOUN,2656841
deposition_NOUN,2656700
clerk_NOUN,2655158
magazines_NOUN,2653604
cerebral_ADJ,2651428
Steven_NOUN,2650178
sensors_NOUN,2649818
Credit_NOUN,2648553
framed_VERB,2648105
loyal_ADJ,2648067
Ward_NOUN,2647324
driven_ADJ,2647018
abundant_ADJ,2646872
Brain_NOUN,2646843
wilderness_NOUN,2645304
beat_NOUN,2645112
restriction_NOUN,2644594
extracted_VERB,2644569
illusion_NOUN,2644356
forward_ADJ,2643916
boyfriend_NOUN,2643678
interfere_VERB,2643152
sensed_VERB,2642795
Harrison_NOUN,2642515
sadness_NOUN,2641551
tensions_NOUN,2641510
Microsoft_NOUN,2640743
Especially_ADV,2640671
Arizona_NOUN,2640537
mutations_NOUN,2640258
dragon_NOUN,2640210
proliferation_NOUN,2640119
volunteers_NOUN,2640114
autumn_NOUN,2639766
specimen_NOUN,2639684
upward_ADV,2639662
specimens_NOUN,2639395
ignoring_VERB,2638779
capitalist_ADJ,2638665
fellow_ADJ,2638544
shareholders_NOUN,2638017
Sean_NOUN,2637118
Advanced_NOUN,2636608
As_NOUN,2636031
posted_VERB,2635208
interact_VERB,2635158
commentary_NOUN,2633986
handling_VERB,2633855
shouting_VERB,2633763
Kings_NOUN,2633717
autonomous_ADJ,2633499
manufacturers_NOUN,2633437
celebrate_VERB,2633155
linking_VERB,2632729
encounter_VERB,2632054
eliminated_VERB,2630670
confronted_VERB,2629720
Stage_NOUN,2629180
rod_NOUN,2628326
derive_VERB,2628296
curled_VERB,2628214
skirt_NOUN,2628174
invite_VERB,2628128
vote_VERB,2628003
bearing_VERB,2627980
beef_NOUN,2626445
Am_VERB,2626150
fulfilled_VERB,2625743
mature_ADJ,2625026
cinema_NOUN,2624485
Treasury_NOUN,2624153
Room_NOUN,2624132
convergence_NOUN,2622933
toes_NOUN,2622827
Norway_NOUN,2622492
unfortunate_ADJ,2622295
Barry_NOUN,2621891
armed_VERB,2621308
instrumental_ADJ,2620751
maid_NOUN,2619761
Florence_NOUN,2619523
hugged_VERB,2619280
designer_NOUN,2618992
publish_VERB,2618586
Laws_NOUN,2618210
Julie_NOUN,2617947
Crisis_NOUN,2617837
indirectly_ADV,2617491
celebration_NOUN,2617044
commands_NOUN,2616719
satisfactory_ADJ,2616530
Juan_NOUN,2616443
Mum_NOUN,2616297
Long_ADJ,2615300
unclear_ADJ,2614349
prospects_NOUN,2614295
interactive_ADJ,2613132
Mission_NOUN,2612860
roll_VERB,2612559
negotiation_NOUN,2612551
bind_NOUN,2612518
carcinoma_NOUN,2612364
drag_VERB,2611211
elaborate_ADJ,2610106
racism_NOUN,2609895
magical_ADJ,2608924
smell_VERB,2608375
walks_VERB,2607783
arrows_NOUN,2607767
similarities_NOUN,2606492
deals_NOUN,2605924
compelled_VERB,2604807
compatible_ADJ,2604737
Syria_NOUN,2604711
simplicity_NOUN,2604613
HE_PRON,2604013
healing_NOUN,2603958
wishes_NOUN,2603741
bit_VERB,2603701
charming_ADJ,2602298
Online_NOUN,2602066
Team_NOUN,2601872
humble_ADJ,2601327
Jennifer_NOUN,2601319
rear_ADJ,2601266
opposite_NOUN,2600883
diplomatic_ADJ,2600172
instability_NOUN,2600058
continent_NOUN,2599652
statue_NOUN,2599000
defensive_ADJ,2598731
socio_ADJ,2597940
analogy_NOUN,2597897
gonna_VERB,2597649
Senator_NOUN,2596772
revenge_NOUN,2596574
Churchill_NOUN,2596559
International_ADJ,2595933
cameras_NOUN,2595859
transfer_VERB,2595019
Jamie_NOUN,2594640
lead_ADJ,2594379
concludes_VERB,2594058
vegetable_NOUN,2593682
stare_VERB,2593289
outline_NOUN,2592995
Surg_NOUN,2592152
tourist_NOUN,2591651
grammar_NOUN,2591423
Map_NOUN,2591317
Cf_NOUN,2590943
votes_NOUN,2590450
lease_NOUN,2589246
merchants_NOUN,2589229
dangers_NOUN,2588518
magnificent_ADJ,2588122
by_ADV,2587776
Nonetheless_ADV,2587492
manual_NOUN,2587461
tablespoons_NOUN,2587417
Check_VERB,2587058
Parts_NOUN,2586214
Buddhist_NOUN,2585586
crushed_VERB,2584986
Activity_NOUN,2584964
rehabilitation_NOUN,2584776
hid_VERB,2583022
foot_ADJ,2582564
To_NOUN,2582179
dioxide_NOUN,2581770
destiny_NOUN,2581524
fucking_VERB,2579565
switched_VERB,2579229
refusal_NOUN,2579142
dissolved_VERB,2579026
cold_NOUN,2578757
Members_NOUN,2578507
civic_ADJ,2578086
habitat_NOUN,2577903
aims_VERB,2577502
proportional_ADJ,2577378
Joint_NOUN,2576647
Youth_NOUN,2576385
journals_NOUN,2576226
imported_VERB,2575676
Our_NOUN,2575067
D'_NOUN,2574538
vascular_NOUN,2574112
basement_NOUN,2574076
Crown_NOUN,2573565
dancing_NOUN,2572985
Definition_NOUN,2572733
reporter_NOUN,2572689
breakdown_NOUN,2572520
both_CONJ,2570872
ever_ADJ,2569719
assertion_NOUN,2569240
believers_NOUN,2569149
accent_NOUN,2569101
changes_VERB,2566866
binary_NOUN,2566850
diagnosed_VERB,2566130
rear_NOUN,2566122
caution_NOUN,2564745
disturbed_VERB,2564015
exceptional_ADJ,2563498
labels_NOUN,2562628
crash_NOUN,2562017
Stop_VERB,2561726
Chemistry_NOUN,2561421
的_NOUN,2561146
merchant_NOUN,2560981
Single_NOUN,2560091
Interview_NOUN,2559557
Arnold_NOUN,2559469
episodes_NOUN,2559101
generating_VERB,2559087
briefly_NOUN,2558906
gown_NOUN,2558584
void_NOUN,2558454
Record_NOUN,2556735
parallel_NOUN,2555559
Sure_ADJ,2555198
triangle_NOUN,2554121
west_ADJ,2554047
Castle_NOUN,2553927
ideals_NOUN,2553163
satellite_NOUN,2552818
wagon_NOUN,2552624
Seeing_VERB,2552461
file_VERB,2552226
shooting_NOUN,2551799
mark_VERB,2550799
beating_VERB,2550449
hypertension_NOUN,2550274
mechanics_NOUN,2550073
Bulletin_NOUN,2549965
farms_NOUN,2548289
tourists_NOUN,2547936
±_NUM,2547662
integrate_VERB,2547301
guaranteed_VERB,2547263
summarized_VERB,2546625
Technical_NOUN,2546307
dialog_NOUN,2546244
Bobby_NOUN,2545263
clue_NOUN,2544751
emotionally_ADV,2544564
Angel_NOUN,2544207
prosperity_NOUN,2544142
dominance_NOUN,2542598
ON_ADP,2541699
L'_NOUN,2541667
clinic_NOUN,2541630
tightened_VERB,2541515
Belgium_NOUN,2541349
Phil_NOUN,2540990
Ch_NOUN,2540135
discusses_VERB,2539694
targeted_VERB,2539325
tribal_ADJ,2539271
virtues_NOUN,2538944
suppliers_NOUN,2538737
regulated_VERB,2538571
en_ADP,2538532
adequately_ADV,2538490
Indiana_NOUN,2538444
petition_NOUN,2538427
chopped_VERB,2538321
predominantly_ADV,2537955
slip_VERB,2537693
cargo_NOUN,2537634
elevation_NOUN,2537581
comparisons_NOUN,2537577
custody_NOUN,2536895
globalization_NOUN,2536682
combining_VERB,2535724
playing_NOUN,2535612
amplitude_NOUN,2535309
Carol_NOUN,2534789
Teachers_NOUN,2534097
narrowed_VERB,2533685
deliberate_ADJ,2533266
expedition_NOUN,2532896
dim_ADJ,2531966
prohibited_VERB,2531583
split_NOUN,2531451
strings_NOUN,2531232
recommendation_NOUN,2529942
Denmark_NOUN,2528324
correct_VERB,2527564
for_ADJ,2527531
Evolution_NOUN,2527396
Experience_NOUN,2526990
CFR_NOUN,2526427
Mind_NOUN,2525604
insist_VERB,2525440
temporarily_ADV,2524600
Herbert_NOUN,2524185
Full_ADJ,2523526
rape_NOUN,2523452
feasible_ADJ,2523307
conventions_NOUN,2522830
pp_PRT,2522807
relational_ADJ,2521930
surviving_VERB,2521873
charm_NOUN,2521653
>_ADJ,2521358
geographic_ADJ,2520789
Diego_NOUN,2520755
lacked_VERB,2520710
sentiment_NOUN,2520575
coalition_NOUN,2520474
companions_NOUN,2519322
backward_ADV,2519179
\_NOUN,2518867
selecting_VERB,2518836
accommodation_NOUN,2518643
buttons_NOUN,2517582
month_ADJ,2516903
extensively_ADV,2516313
voting_NOUN,2516255
places_VERB,2515871
Wolf_NOUN,2515837
closet_NOUN,2515602
participated_VERB,2515419
Port_NOUN,2515031
widow_NOUN,2514788
stay_NOUN,2514168
stirred_VERB,2513923
inappropriate_ADJ,2513145
Apple_NOUN,2513080
squares_NOUN,2512940
prosecution_NOUN,2512732
friction_NOUN,2512672
Commerce_NOUN,2512508
suspension_NOUN,2510954
jet_NOUN,2510369
stops_VERB,2510339
collar_NOUN,2510094
libraries_NOUN,2509754
Terry_NOUN,2508543
Lloyd_NOUN,2508237
commitments_NOUN,2508117
descended_VERB,2507984
Creating_VERB,2507957
provinces_NOUN,2507678
warriors_NOUN,2507517
longitudinal_ADJ,2507193
blue_NOUN,2506316
specification_NOUN,2506216
divide_VERB,2506065
Hans_NOUN,2505447
psychiatric_ADJ,2505133
surgeon_NOUN,2504481
leisure_NOUN,2503776
farming_NOUN,2503532
deposit_NOUN,2503361
fighting_NOUN,2502061
Employment_NOUN,2502054
municipal_ADJ,2501983
Comparison_NOUN,2501823
Short_NOUN,2501510
carpet_NOUN,2501358
Reports_NOUN,2501303
deer_NOUN,2501161
instinct_NOUN,2500842
derivatives_NOUN,2500736
vegetation_NOUN,2500608
synthetic_ADJ,2500584
Solution_NOUN,2499715
footsteps_NOUN,2499629
concert_NOUN,2497536
made_ADJ,2495990
marble_NOUN,2495970
opponents_NOUN,2495926
hitting_VERB,2495864
termination_NOUN,2495445
Fisher_NOUN,2494479
Resource_NOUN,2494154
pays_VERB,2494042
diary_NOUN,2493540
ranch_NOUN,2493207
design_VERB,2492842
theorem_NOUN,2492817
AP_NOUN,2492038
guarantee_VERB,2491544
gloves_NOUN,2488960
nationalism_NOUN,2488096
point_ADJ,2487607
limb_NOUN,2487453
controller_NOUN,2487328
mine_ADJ,2486597
accompany_VERB,2486120
reproductive_ADJ,2485899
Orleans_NOUN,2485636
interpersonal_ADJ,2484794
Hi_X,2484679
Murphy_NOUN,2484404
U.S._.,2484359
Interest_NOUN,2483865
interviewed_VERB,2483718
aging_VERB,2483059
objection_NOUN,2482262
rituals_NOUN,2482146
cooked_VERB,2482134
Wu_NOUN,2481609
occupy_VERB,2481585
discourses_NOUN,2481463
radius_NOUN,2481147
architectural_ADJ,2479954
Dear_NOUN,2479515
survivors_NOUN,2479095
Public_ADJ,2478357
Cuba_NOUN,2477441
Along_ADP,2476134
aim_VERB,2476006
verses_NOUN,2474134
armies_NOUN,2473589
Edinburgh_NOUN,2473228
harder_ADJ,2473186
military_NOUN,2472794
revealing_VERB,2472666
decisive_ADJ,2472044
SS_NOUN,2471792
misery_NOUN,2471375
Protocol_NOUN,2471251
iv_X,2471051
integrated_ADJ,2469696
twins_NOUN,2469476
Step_NOUN,2469171
individually_ADV,2468791
hybrid_ADJ,2468650
headache_NOUN,2467224
underground_ADJ,2467109
conditional_ADJ,2466525
viable_ADJ,2466183
Federation_NOUN,2465804
unstable_ADJ,2465322
welcomed_VERB,2465116
Always_ADV,2464679
appropriately_ADV,2464208
tap_VERB,2464174
anticipation_NOUN,2463724
grades_NOUN,2462918
condemned_VERB,2462674
shallow_ADJ,2462167
Israeli_ADJ,2461743
owed_VERB,2460393
Framework_NOUN,2459907
catching_VERB,2459543
maintains_VERB,2459391
provincial_ADJ,2459368
Next_NOUN,2458814
gradient_NOUN,2458054
deeds_NOUN,2458000
Divine_NOUN,2457790
guides_NOUN,2457467
Young_ADJ,2457403
net_NOUN,2457385
efficiently_ADV,2457141
presently_ADV,2456563
attendance_NOUN,2456493
Fortunately_ADV,2456370
Perspectives_NOUN,2456272
Visual_ADJ,2455961
viral_ADJ,2455896
passionate_ADJ,2455521
offence_NOUN,2455477
shaping_VERB,2455189
Þ_NOUN,2455066
bleeding_VERB,2454266
pillow_NOUN,2453865
scientist_NOUN,2453599
lighting_NOUN,2453409
engaging_VERB,2452553
gallery_NOUN,2452536
layout_NOUN,2452446
Holland_NOUN,2452200
Schools_NOUN,2452139
cow_NOUN,2451852
prone_ADJ,2451524
gases_NOUN,2451377
Haven_NOUN,2451103
soils_NOUN,2450981
marched_VERB,2450665
urge_NOUN,2450621
amino_ADJ,2449993
vols_NOUN,2449677
founder_NOUN,2449171
Best_ADJ,2448996
persuade_VERB,2448838
Jo_NOUN,2448696
fracture_NOUN,2448600
Tyler_NOUN,2448583
face_ADJ,2448309
flow_VERB,2447852
Conflict_NOUN,2447794
Butler_NOUN,2447788
Pain_NOUN,2447557
Magazine_NOUN,2447084
blowing_VERB,2446971
proceeds_NOUN,2446197
link_VERB,2445179
violations_NOUN,2444653
delighted_VERB,2444623
colleges_NOUN,2443418
Violence_NOUN,2443353
desire_VERB,2443275
contact_VERB,2442841
insects_NOUN,2442590
upright_ADV,2442125
electoral_ADJ,2441941
neglected_VERB,2441611
MR_NOUN,2440192
graduate_NOUN,2440105
harmful_ADJ,2439702
Logan_NOUN,2439697
intersection_NOUN,2437527
Nursing_NOUN,2436846
Duncan_NOUN,2436778
missions_NOUN,2436697
Distribution_NOUN,2436501
PC_NOUN,2436219
respect_VERB,2436063
crowded_VERB,2435951
brains_NOUN,2435408
CEO_NOUN,2435155
recognizing_VERB,2434768
protocols_NOUN,2432226
respects_NOUN,2432219
palms_NOUN,2431551
checks_NOUN,2431542
compelling_ADJ,2431365
tin_NOUN,2431217
departed_VERB,2430710
EC_NOUN,2430397
rebellion_NOUN,2430282
Workers_NOUN,2429950
Kansas_NOUN,2429828
purple_ADJ,2429662
membranes_NOUN,2429599
globe_NOUN,2429508
modifications_NOUN,2429191
whisper_NOUN,2429155
scattering_NOUN,2428737
MRI_NOUN,2428620
Rick_NOUN,2428537
∈_NOUN,2428486
focal_ADJ,2427781
Local_NOUN,2427411
Game_NOUN,2426191
Dublin_NOUN,2425838
specialized_ADJ,2425346
alignment_NOUN,2425316
Fe_NOUN,2424597
offenders_NOUN,2424274
worldwide_ADJ,2424110
warrior_NOUN,2423761
incorrect_ADJ,2423376
preparations_NOUN,2423211
laying_VERB,2422694
mandatory_ADJ,2422377
PM_NOUN,2421911
cooperative_ADJ,2421578
lately_ADV,2421499
fur_NOUN,2421043
lion_NOUN,2420734
retreat_NOUN,2420588
lesion_NOUN,2420547
drawings_NOUN,2419884
cracked_VERB,2419683
specific_NOUN,2418982
courtesy_NOUN,2418496
Harvey_NOUN,2418345
hire_VERB,2417994
emerges_VERB,2417523
ibid_NOUN,2416661
offense_NOUN,2414985
Sales_NOUN,2414650
Blackwell_NOUN,2414639
differs_VERB,2414216
Judah_NOUN,2414190
polite_ADJ,2414183
wireless_NOUN,2413994
slip_NOUN,2413258
manipulation_NOUN,2411574
successive_ADJ,2411040
halfway_ADV,2410861
shield_NOUN,2410773
bite_NOUN,2409746
fuzzy_ADJ,2409453
track_VERB,2408863
abandon_VERB,2408637
rulers_NOUN,2408598
certification_NOUN,2408102
rounds_NOUN,2407484
sends_VERB,2407407
sucked_VERB,2406934
enacted_VERB,2406661
span_NOUN,2406513
loving_VERB,2404881
diamond_NOUN,2404768
Augustine_NOUN,2404400
Wallace_NOUN,2404231
slowed_VERB,2403740
routine_NOUN,2403436
designing_VERB,2403426
talks_NOUN,2402954
demon_NOUN,2402853
Housing_NOUN,2402256
Regulations_NOUN,2401742
Wisconsin_NOUN,2401204
Physics_NOUN,2400496
capacities_NOUN,2400251
cleaning_NOUN,2399977
privileged_ADJ,2399505
incentive_NOUN,2398498
Declaration_NOUN,2397927
undertake_VERB,2397709
seller_NOUN,2397034
decreasing_VERB,2396956
Rogers_NOUN,2396051
beard_NOUN,2395581
OK_X,2395541
template_NOUN,2395433
Colin_NOUN,2394241
exhibited_VERB,2394192
imports_NOUN,2393281
fulfill_VERB,2393262
Jessica_NOUN,2392783
Private_NOUN,2391641
damn_ADJ,2391461
hers_PRON,2391336
reactive_ADJ,2390904
transitions_NOUN,2390252
geography_NOUN,2389511
Ethan_NOUN,2389211
Phillips_NOUN,2388990
currents_NOUN,2388925
Cash_NOUN,2388809
opponent_NOUN,2388451
Operation_NOUN,2388185
harvest_NOUN,2388047
Penguin_NOUN,2387977
Molecular_ADJ,2387129
Doc_NOUN,2386362
remark_NOUN,2386328
compromise_NOUN,2386251
pronounced_VERB,2385722
gradual_ADJ,2385567
Task_NOUN,2385210
accustomed_VERB,2384902
Weber_NOUN,2383807
emphasizes_VERB,2383436
exile_NOUN,2383279
tapped_VERB,2383018
readings_NOUN,2382900
EPA_NOUN,2382619
na_PRT,2382368
Palace_NOUN,2382279
Boy_NOUN,2382118
predictions_NOUN,2382088
pursuing_VERB,2381893
obedience_NOUN,2381587
Common_ADJ,2381229
Models_NOUN,2380707
Budget_NOUN,2380152
PART_NOUN,2379741
thigh_NOUN,2379367
mistress_NOUN,2379342
fundamentally_ADV,2379077
lovers_NOUN,2378580
tragic_ADJ,2377809
motive_NOUN,2377389
bishop_NOUN,2376845
Vincent_NOUN,2376725
exclude_VERB,2376407
Teacher_NOUN,2375746
supra_NOUN,2375556
packet_NOUN,2374962
refuge_NOUN,2374480
direct_VERB,2374069
endure_VERB,2373570
peaks_NOUN,2373407
According_NOUN,2373393
costly_ADJ,2372507
dared_VERB,2372420
€_NUM,2372083
addresses_VERB,2371827
righteousness_NOUN,2371164
poetic_ADJ,2370251
tore_VERB,2369961
ports_NOUN,2369792
antibodies_NOUN,2369490
tooth_NOUN,2369182
Julian_NOUN,2368575
antibody_NOUN,2368150
repetition_NOUN,2367935
beg_VERB,2367419
essays_NOUN,2366946
visions_NOUN,2366117
Catholic_ADJ,2365918
tropical_ADJ,2365849
tubes_NOUN,2365839
sink_NOUN,2365421
carriers_NOUN,2365310
frontier_NOUN,2365172
platforms_NOUN,2364839
cleaned_VERB,2364640
snake_NOUN,2364573
Nigeria_NOUN,2363890
annually_ADV,2362879
borrowed_VERB,2362685
negotiate_VERB,2362455
countryside_NOUN,2362286
Portugal_NOUN,2361449
validation_NOUN,2361258
la_DET,2360623
scholarly_ADJ,2360475
printing_NOUN,2360197
Craig_NOUN,2359783
WITH_ADP,2359025
Palestine_NOUN,2358570
obesity_NOUN,2358465
bears_VERB,2357533
achievements_NOUN,2357455
Discussion_NOUN,2357417
wishing_VERB,2355101
WHO_PRON,2354897
Top_NOUN,2354440
prize_NOUN,2353594
pistol_NOUN,2353051
Iron_NOUN,2352566
competitors_NOUN,2352560
grave_ADJ,2352369
admired_VERB,2351858
contacted_VERB,2351840
deployed_VERB,2351393
gripped_VERB,2351255
slow_VERB,2350952
Radio_NOUN,2350863
arena_NOUN,2350506
basin_NOUN,2350472
cage_NOUN,2349997
blocking_VERB,2349855
dancing_VERB,2349827
counseling_NOUN,2348654
nest_NOUN,2348483
robot_NOUN,2348333
Ted_NOUN,2347480
reminds_VERB,2347145
groaned_VERB,2346942
customary_ADJ,2346938
Black_ADJ,2346558
Sergeant_NOUN,2345434
athletes_NOUN,2345432
»_NOUN,2344460
strongest_ADJ,2343473
minded_ADJ,2341555
@_.,2341248
complementary_ADJ,2340986
oak_NOUN,2340574
Whenever_ADV,2339746
lets_VERB,2339321
dance_VERB,2339222
White_ADJ,2339066
taxi_NOUN,2338846
reliance_NOUN,2338265
specialist_NOUN,2337804
websites_NOUN,2336830
VIII_NOUN,2336803
Poor_NOUN,2336454
mutually_ADV,2336424
Stock_NOUN,2336129
jealous_ADJ,2335327
|_X,2335092
forbidden_VERB,2334982
Keith_NOUN,2334921
Anything_NOUN,2334761
lemon_NOUN,2334679
stack_NOUN,2334216
toilet_NOUN,2333986
pulls_VERB,2333708
timber_NOUN,2332888
math_NOUN,2332111
wishes_VERB,2331241
Timothy_NOUN,2330664
confirmation_NOUN,2330618
exercised_VERB,2330617
nod_NOUN,2330176
thrust_VERB,2330089
exhibition_NOUN,2330014
prejudice_NOUN,2329469
symmetry_NOUN,2329336
allocated_VERB,2329009
breathing_VERB,2328948
Tuesday_NOUN,2328376
edn_NOUN,2327917
impaired_VERB,2327458
drifted_VERB,2327444
fuck_NOUN,2327183
Consumer_NOUN,2326990
curtain_NOUN,2326712
heavens_NOUN,2326627
legend_NOUN,2326391
Q._NOUN,2324556
weary_ADJ,2324274
realizing_VERB,2323763
Normal_ADJ,2323550
colleague_NOUN,2323514
Elsevier_NOUN,2323503
Words_NOUN,2323391
Thinking_VERB,2323200
straw_NOUN,2322944
BT_NOUN,2322730
mill_NOUN,2322396
undergo_VERB,2321947
canvas_NOUN,2321138
devotion_NOUN,2321003
praying_VERB,2320688
alien_ADJ,2320511
Personal_NOUN,2320414
liberation_NOUN,2320382
sexy_ADJ,2320303
twin_NOUN,2320156
musicians_NOUN,2319911
Hughes_NOUN,2319472
peered_VERB,2319440
workforce_NOUN,2318655
discomfort_NOUN,2318462
replacing_VERB,2318441
adjustments_NOUN,2318362
vacation_NOUN,2318285
thereafter_ADV,2318284
fog_NOUN,2318198
Front_NOUN,2317990
practiced_VERB,2317979
deserved_VERB,2317847
adult_ADJ,2316526
Leave_VERB,2314236
curse_NOUN,2313713
critically_ADV,2313131
generates_VERB,2312849
Olivia_NOUN,2312599
onion_NOUN,2312265
lane_NOUN,2311565
tempted_VERB,2311403
ha_NOUN,2311223
celebrated_VERB,2308993
bodily_NOUN,2308831
Yu_NOUN,2307742
offset_VERB,2307637
Fourth_NOUN,2307356
Hudson_NOUN,2307088
socialist_ADJ,2306469
coronary_ADJ,2306131
furious_ADJ,2306118
displays_NOUN,2305619
computational_ADJ,2305366
fame_NOUN,2305156
workshop_NOUN,2304904
quality_ADJ,2304379
lid_NOUN,2304137
Amanda_NOUN,2303997
cultivation_NOUN,2303173
modernity_NOUN,2303156
conditioning_NOUN,2303103
abdominal_ADJ,2303055
Cameron_NOUN,2302670
occupational_ADJ,2302367
terminology_NOUN,2302142
Latin_ADJ,2301625
congregation_NOUN,2301268
decay_NOUN,2301104
South_ADJ,2299529
ambitious_ADJ,2298976
eighty_NUM,2298964
neglect_NOUN,2298735
privileges_NOUN,2298379
Napoleon_NOUN,2297858
Concepts_NOUN,2297300
enforce_VERB,2297112
grains_NOUN,2296755
issue_VERB,2296336
Thursday_NOUN,2295961
threatening_VERB,2295914
stumbled_VERB,2295842
aligned_VERB,2295836
festival_NOUN,2295782
culturally_ADV,2295684
Hopkins_NOUN,2294895
coordinates_NOUN,2294412
nails_NOUN,2294327
Large_ADJ,2293758
centres_NOUN,2293229
thirteen_NUM,2292799
revision_NOUN,2292566
Saul_NOUN,2292548
Majesty_NOUN,2292405
Maryland_NOUN,2292104
helpless_ADJ,2292048
Democratic_NOUN,2291861
Fish_NOUN,2291714
appetite_NOUN,2291402
cognition_NOUN,2291174
exchanges_NOUN,2290936
seal_NOUN,2290577
Jeremy_NOUN,2290520
arc_NOUN,2290355
salad_NOUN,2289656
funded_VERB,2289497
pine_NOUN,2289467
panels_NOUN,2289320
struggles_NOUN,2288720
phones_NOUN,2288696
Islamic_NOUN,2288165
guiding_VERB,2287862
battles_NOUN,2287761
File_NOUN,2287574
complexes_NOUN,2287503
committees_NOUN,2287210
expenditures_NOUN,2286914
smelled_VERB,2286771
bound_ADJ,2286511
relies_VERB,2286380
Seven_NUM,2286357
rises_VERB,2286089
risen_VERB,2285672
opera_NOUN,2285644
prevents_VERB,2285506
Effective_ADJ,2285219
truths_NOUN,2284871
Greeks_NOUN,2284075
Katie_NOUN,2284007
featured_VERB,2283583
bothered_VERB,2283550
nuts_NOUN,2283506
accumulated_VERB,2283115
Diana_NOUN,2282400
remains_NOUN,2281672
plots_NOUN,2281110
Brother_NOUN,2280784
Justin_NOUN,2280716
perfection_NOUN,2280472
contributes_VERB,2279570
Factors_NOUN,2279227
Forces_NOUN,2278906
junction_NOUN,2278709
Shall_VERB,2278516
Sister_NOUN,2277832
Silver_NOUN,2277521
quote_NOUN,2277466
Economic_ADJ,2277392
fascinating_ADJ,2277289
correlated_VERB,2277081
cardiovascular_ADJ,2274966
transparency_NOUN,2274391
dilemma_NOUN,2273846
Rob_NOUN,2273814
substantive_ADJ,2273751
poison_NOUN,2273574
confession_NOUN,2273542
Knowing_VERB,2273333
Interestingly_ADV,2272975
Ages_NOUN,2272974
º_NOUN,2272690
burst_NOUN,2272528
cart_NOUN,2271338
bladder_NOUN,2270946
depended_VERB,2270880
Progress_NOUN,2269955
Nixon_NOUN,2269911
SA_NOUN,2269388
raced_VERB,2269276
Contemporary_NOUN,2269164
ruined_VERB,2268952
admiration_NOUN,2268881
educators_NOUN,2268749
balanced_ADJ,2268439
acceleration_NOUN,2268298
sealed_VERB,2267780
Pat_NOUN,2267472
fury_NOUN,2267319
analyzing_VERB,2265910
innovations_NOUN,2265731
demonstrating_VERB,2265598
si_X,2265578
verbs_NOUN,2265434
wandered_VERB,2265359
denote_VERB,2265160
promptly_ADV,2264679
ambition_NOUN,2264567
tear_VERB,2264269
understands_VERB,2264247
countless_ADJ,2264199
Gilbert_NOUN,2263761
round_VERB,2263406
accidents_NOUN,2262626
Properties_NOUN,2261325
manners_NOUN,2261164
surplus_NOUN,2260935
neat_ADJ,2260815
coin_NOUN,2260513
permanently_ADV,2260268
Current_NOUN,2259072
timely_ADJ,2258509
saddle_NOUN,2257748
disturbance_NOUN,2257661
descriptive_ADJ,2257505
Region_NOUN,2257359
Figures_NOUN,2256724
Jesse_NOUN,2256550
meantime_NOUN,2255646
Greg_NOUN,2255414
Period_NOUN,2255292
righteous_ADJ,2254620
homogeneous_ADJ,2254324
fetal_ADJ,2254226
Milton_NOUN,2254139
gen_NOUN,2254046
by_PRT,2253886
susceptible_ADJ,2253243
shells_NOUN,2253191
moreover_ADV,2253103
Reagan_NOUN,2252959
bundle_NOUN,2251705
begged_VERB,2251196
manifestations_NOUN,2250830
bin_NOUN,2250211
Singh_NOUN,2250113
contractor_NOUN,2249977
clarify_VERB,2249865
forgiveness_NOUN,2248959
utter_ADJ,2248792
liabilities_NOUN,2248674
execute_VERB,2248587
unpleasant_ADJ,2248137
hierarchical_ADJ,2248064
barrel_NOUN,2247851
elimination_NOUN,2247833
store_VERB,2247453
Caribbean_NOUN,2247071
Guard_NOUN,2246141
ridge_NOUN,2245722
Tennessee_NOUN,2245623
aims_NOUN,2245221
utilization_NOUN,2245074
weaknesses_NOUN,2245023
initiation_NOUN,2244716
Jeremiah_NOUN,2244118
rewards_NOUN,2243786
intimacy_NOUN,2243313
railroad_NOUN,2243242
Missouri_NOUN,2242908
honestly_ADV,2242892
Transportation_NOUN,2242604
societal_ADJ,2241980
Chairman_NOUN,2241487
Software_NOUN,2241270
trajectory_NOUN,2241245
verify_VERB,2241136
floors_NOUN,2240744
Spencer_NOUN,2240528
Commander_NOUN,2240369
Personality_NOUN,2240261
feeding_NOUN,2239753
land_VERB,2239559
Negro_NOUN,2239366
danced_VERB,2239169
fortunate_ADJ,2238173
reflections_NOUN,2237564
realise_VERB,2237555
respected_VERB,2237449
Depression_NOUN,2236978
Eddie_NOUN,2236809
sexually_ADV,2236780
feminine_ADJ,2236177
